"NAICS","NAICS Index Item","Source","Revision"
"334516","Electron paramagnetic spin-type apparatus manufacturing","NAICS MANUAL",""
"334516","Electrophoresis instruments manufacturing","NAICS MANUAL",""
"334516","Elemental analyzers manufacturing","NAICS MANUAL",""
"334516","Flame photometers manufacturing","NAICS MANUAL",""
"334516","Gas analyzers, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Gas chromatographic instruments, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Hematology instruments manufacturing","NAICS MANUAL",""
"334516","Immunology instruments, laboratory, manufacturing","NAICS MANUAL",""
"334516","Infrared analytical instruments, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Laboratory analytical instruments (except optical) manufacturing","NAICS MANUAL",""
"334516","Liquid chromatographic instruments, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Magnetic resonance imaging (MRI) type apparatus (except medical diagnostic) manufacturing","NAICS MANUAL",""
"334516","Mass spectrometers manufacturing","NAICS MANUAL",""
"334516","Mass spectroscopy instrumentation manufacturing","NAICS MANUAL",""
"334516","Microbiology instruments manufacturing","NAICS MANUAL",""
"334516","Microprobes (e.g., electron, ion, laser, X-ray) manufacturing","NAICS MANUAL",""
"334516","Microscopes, electron and proton, manufacturing","NAICS MANUAL",""
"334516","Moisture analyzers, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Monochrometers, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Nanomanipulator equipment manufacturing","2017 ADD",""
"334516","Nanosensor instruments manufacturing","2017 ADD",""
"334516","Nephelometers (except meteorological) manufacturing","NAICS MANUAL",""
"334516","Neutron activation analysis instruments manufacturing","NAICS MANUAL",""
"334516","Osmometers manufacturing","NAICS MANUAL",""
"334516","Particle beam excitation instruments, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Particle size analyzers manufacturing","NAICS MANUAL",""
"334516","Photometers (except photographic exposure meters) manufacturing","NAICS MANUAL",""
"334516","Photonexcitation analyzers manufacturing","NAICS MANUAL",""
"334516","Polariscopes manufacturing","NAICS MANUAL",""
"334516","Polarizers manufacturing","NAICS MANUAL",""
"334516","Polarographic equipment manufacturing","NAICS MANUAL",""
"334516","Protein analyzers, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Redox (i.e., oxidation-reduction potential) instruments manufacturing","NAICS MANUAL",""
"334516","Refractometers, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Resonance instruments (i.e., laboratory-type) manufacturing","NAICS MANUAL",""
"334516","Sample analysis instruments (except medical) manufacturing","NAICS MANUAL",""
"334516","Scanning tunneling microscopes manufacturing","2017 ADD",""
"334516","Specific ion measuring instruments, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Spectrofluorometers manufacturing","NAICS MANUAL",""
"334516","Spectrographs manufacturing","NAICS MANUAL",""
"334516","Spectrometers (e.g., electron diffraction, mass, NMR, Raman) manufacturing","NAICS MANUAL",""
"334516","Spectrophotometers (e.g., atomic absorption, atomic emission, flame, fluorescence, infrared, Raman, visible) manufacturing","NAICS MANUAL",""
"334516","Surface area analyzers manufacturing","NAICS MANUAL",""
"334516","Thermal analysis instruments, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Thermal conductivity instruments and sensors manufacturing","NAICS MANUAL",""
"334516","Thermogravimetric analyzers manufacturing","NAICS MANUAL",""
"334516","Titrimeters manufacturing","NAICS MANUAL",""
"334516","Turbidometers, laboratory-type, manufacturing","NAICS MANUAL",""
"334516","Ultraviolet-type analytical instruments manufacturing","NAICS MANUAL",""
"334517","Beta-ray irradiation equipment manufacturing","NAICS MANUAL",""
"334517","Computerized axial tomography (CT/CAT) scanners manufacturing","NAICS MANUAL",""
"334517","CT/CAT (computerized axial tomography) scanners manufacturing","NAICS MANUAL",""
"334517","Fluoroscopes manufacturing","NAICS MANUAL",""
"334517","Fluoroscopic X-ray apparatus and tubes manufacturing","NAICS MANUAL",""
"334517","Gamma ray irradiation equipment manufacturing","NAICS MANUAL",""
"334517","Generators, X-ray, manufacturing","NAICS MANUAL",""
"334517","Irradiation apparatus and tubes (e.g., industrial, medical diagnostic, medical therapeutic, research, scientific), manufacturing","NAICS MANUAL",""
"334517","Irradiation equipment manufacturing","NAICS MANUAL",""
"334517","Lamps, X-ray, manufacturing","NAICS MANUAL",""
"334517","Medical radiation therapy equipment manufacturing","NAICS MANUAL",""
"334517","Nuclear irradiation equipment manufacturing","NAICS MANUAL",""
"334517","Radium equipment manufacturing","NAICS MANUAL",""
"334517","Therapeutic X-ray apparatus and tubes (e.g., medical, industrial, research) manufacturing","NAICS MANUAL",""
"334517","Tubes, X-ray, manufacturing","NAICS MANUAL",""
"334517","X-ray apparatus and tubes (e.g., control, industrial, medical, research) manufacturing","NAICS MANUAL",""
"334517","X-ray generators manufacturing","NAICS MANUAL",""
"334517","X-ray irradiation equipment manufacturing","NAICS MANUAL",""
"334517","X-ray tubes manufacturing","NAICS MANUAL",""
"334519","Abrasion testing machines manufacturing","NAICS MANUAL",""
"334519","Accelerometers (except aerospace type) manufacturing","NAICS MANUAL",""
"334519","Actinometers, meteorological, manufacturing","NAICS MANUAL",""
"334519","Aircraft engine instruments manufacturing","NAICS MANUAL",""
"334519","Alarm clocks manufacturing","NAICS MANUAL",""
"334519","Alidades, surveying, manufacturing","NAICS MANUAL",""
"334519","Appliance timers manufacturing","NAICS MANUAL",""
"334519","Automotive emissions testing equipment manufacturing","NAICS MANUAL",""
"334519","Barographs manufacturing","NAICS MANUAL",""
"334519","Barometers manufacturing","NAICS MANUAL",""
"334519","Ceilometers manufacturing","NAICS MANUAL",""
"334519","Chains, surveyor's, manufacturing","NAICS MANUAL",""
"334519","Chronographs manufacturing","NAICS MANUAL",""
"334519","Chronometers manufacturing","NAICS MANUAL",""
"334519","Clock materials and parts (except crystals) manufacturing","NAICS MANUAL",""
"334519","Clock or watch springs, precision, made from purchased wire","NAICS MANUAL",""
"334519","Clocks assembling","NAICS MANUAL",""
"334519","Clocks assembling from purchased components","NAICS MANUAL",""
"334519","Commercial timing mechanisms manufacturing","NAICS MANUAL",""
"334519","Compasses, portable magnetic-type, manufacturing","NAICS MANUAL",""
"334519","Count rate meters, nuclear radiation, manufacturing","NAICS MANUAL",""
"334519","Dating devices and machines (except rubber stamps) manufacturing","NAICS MANUAL",""
"334519","Detectors, scintillation, manufacturing","NAICS MANUAL",""
"334519","Dosimetry devices manufacturing","NAICS MANUAL",""
"334519","Drafting instruments manufacturing","NAICS MANUAL",""
"334519","Dynamometers manufacturing","NAICS MANUAL",""
"334519","Evaporation meters manufacturing","NAICS MANUAL",""
"334519","Fatigue testing machines, industrial, mechanical, manufacturing","NAICS MANUAL",""
"334519","Fire detector systems, nonelectric, manufacturing","NAICS MANUAL",""
"334519","Fuel densitometers, aircraft engine, manufacturing","NAICS MANUAL",""
"334519","Fuel mixture indicators, aircraft engine, manufacturing","NAICS MANUAL",""
"334519","Fuel system instruments, aircraft, manufacturing","NAICS MANUAL",""
"334519","Fuel totalizers, aircraft engine, manufacturing","NAICS MANUAL",""
"334519","Galvanometers, geophysical, manufacturing","NAICS MANUAL",""
"334519","Gas leak detectors manufacturing","NAICS MANUAL",""
"334519","Geiger counters manufacturing","NAICS MANUAL",""
"334519","Geophysical instruments manufacturing","NAICS MANUAL",""
"334519","Hand stamps (e.g., date, time), timing mechanism operated, manufacturing","NAICS MANUAL",""
"334519","Hardness testing equipment manufacturing","NAICS MANUAL",""
"334519","Household-type timing mechanisms manufacturing","NAICS MANUAL",""
"334519","Humidity instruments (except industrial process and air-conditioning type) manufacturing","NAICS MANUAL",""
"334519","Hydrometers (except industrial process-type) manufacturing","NAICS MANUAL",""
"334519","Hygrometers (except industrial process-type) manufacturing","NAICS MANUAL",""
"334519","Hygrothermographs manufacturing","NAICS MANUAL",""
"334519","Indicator testers, turntable, manufacturing","NAICS MANUAL",""
"334519","Instrumentation for reactor controls, auxiliary, manufacturing","NAICS MANUAL",""
"334519","Ion chambers manufacturing","NAICS MANUAL",""
"334519","Kinematic test and measuring equipment manufacturing","NAICS MANUAL",""
"334519","Leak detectors, water, manufacturing","NAICS MANUAL",""
"334519","Level gauges, radiation-type, manufacturing","NAICS MANUAL",""
"334519","Levels and tapes, surveying, manufacturing","NAICS MANUAL",""
"334519","Lie detectors manufacturing","NAICS MANUAL",""
"334519","Magnetometers manufacturing","NAICS MANUAL",""
"334519","Mechanisms, clockwork operated device, manufacturing","NAICS MANUAL",""
"334519","Metal detectors manufacturing","NAICS MANUAL",""
"334519","Meteorologic tracking systems manufacturing","NAICS MANUAL",""
"334519","Meteorological instruments manufacturing","NAICS MANUAL",""
"334519","Modules for clocks and watches manufacturing","NAICS MANUAL",""
"334519","Movements, watch or clock, manufacturing","NAICS MANUAL",""
"334519","Nephoscopes manufacturing","NAICS MANUAL",""
"334519","Nuclear instrument modules manufacturing","NAICS MANUAL",""
"334519","Physical properties testing and inspection equipment manufacturing","NAICS MANUAL",""
"334519","Physical property testing and inspection equipment manufacturing","BLS SINGULAR",""
"334519","Pitometers manufacturing","NAICS MANUAL",""
"334519","Polygraph machines manufacturing","NAICS MANUAL",""
"334519","Pressure and vacuum indicators, aircraft engine, manufacturing","NAICS MANUAL",""
"334519","Pressure transducers manufacturing","NAICS MANUAL",""
"334519","Pulse analyzers, nuclear monitoring, manufacturing","NAICS MANUAL",""
"334519","Pyrheliometers manufacturing","NAICS MANUAL",""
"334519","RADIAC (radioactivity detection, identification, and computation) equipment manufacturing","NAICS MANUAL",""
"334519","Radiation detection and monitoring instruments manufacturing","NAICS MANUAL",""
"334519","Radioactivity detection, identification, and computation (RADIAC) equipment manufacturing","NAICS MANUAL",""
"334519","Rain gauges manufacturing","NAICS MANUAL",""
"334519","Rods, surveyor's, manufacturing","NAICS MANUAL",""
"334519","Rules, slide, manufacturing","NAICS MANUAL",""
"334519","Sample changers, nuclear radiation, manufacturing","NAICS MANUAL",""
"334519","Scalers, nuclear radiation, manufacturing","NAICS MANUAL",""
"334519","Scintillation detectors manufacturing","NAICS MANUAL",""
"334519","Seismographs manufacturing","NAICS MANUAL",""
"334519","Seismometers manufacturing","NAICS MANUAL",""
"334519","Seismoscopes manufacturing","NAICS MANUAL",""
"334519","Sextants, surveying, manufacturing","NAICS MANUAL",""
"334519","Solarimeters manufacturing","NAICS MANUAL",""
"334519","Spectrometers (e.g., liquid scintillation, nuclear) manufacturing","NAICS MANUAL",""
"334519","Springs, clock and watch, made from purchased wire","NAICS MANUAL",""
"334519","Surveying instruments manufacturing","NAICS MANUAL",""
"334519","Tapes, surveyor's, manufacturing","NAICS MANUAL",""
"334519","Templates, drafting, manufacturing","NAICS MANUAL",""
"334519","Tensile strength testing equipment manufacturing","NAICS MANUAL",""
"334519","Testers for checking hydraulic controls on aircraft manufacturing","NAICS MANUAL",""
"334519","Testing equipment (e.g., abrasion, shearing strength, tensile strength, torsion) manufacturing","NAICS MANUAL",""
"334519","Theodolites, surveying, manufacturing","NAICS MANUAL",""
"334519","Thermocouples (except industrial process, aircraft type, glass vacuum) manufacturing","NAICS MANUAL",""
"334519","Thermometer, liquid-in-glass and bimetal types (except medical), manufacturing","NAICS MANUAL",""
"334519","Thickness gauging instruments, ultrasonic, manufacturing","NAICS MANUAL",""
"334519","Thrust power indicators, aircraft engine, manufacturing","NAICS MANUAL",""
"334519","Time clocks and time recording devices manufacturing","NAICS MANUAL",""
"334519","Time locks manufacturing","NAICS MANUAL",""
"334519","Time stamps containing clock mechanisms manufacturing","NAICS MANUAL",""
"334519","Timers for industrial use, clockwork mechanism, manufacturing","NAICS MANUAL",""
"334519","Timing mechanisms, clockwork, manufacturing","NAICS MANUAL",""
"334519","Torsion testing equipment manufacturing","NAICS MANUAL",""
"334519","Transducers, pressure, manufacturing","NAICS MANUAL",""
"334519","Transits, surveying, manufacturing","NAICS MANUAL",""
"334519","T-squares (drafting) manufacturing","NAICS MANUAL",""
"334519","Ultrasonic testing equipment (except medical) manufacturing","NAICS MANUAL",""
"334519","Vibration meters, analyzers, and calibrators, manufacturing","NAICS MANUAL",""
"334519","Viscosimeters (except industrial process type) manufacturing","NAICS MANUAL",""
"334519","Wall clocks manufacturing","NAICS MANUAL",""
"334519","Watch jewels manufacturing","NAICS MANUAL",""
"334519","Watchcase manufacturing","NAICS MANUAL",""
"334519","Watches and parts (except crystals) manufacturing","NAICS MANUAL",""
"334519","Water leak detectors manufacturing","NAICS MANUAL",""
"334519","Weather tracking equipment manufacturing","NAICS MANUAL",""
"334519","Whole body counters, nuclear, manufacturing","NAICS MANUAL",""
"334519","Wind direction indicators manufacturing","NAICS MANUAL",""
"334613","Audiotape, blank, manufacturing","NAICS MANUAL",""
"334613","Blank tapes, audio and video, manufacturing","NAICS MANUAL",""
"334613","Compact discs, recordable or rewritable, blank, manufacturing","NAICS MANUAL",""
"334613","Computer software tapes and disks, blank, rigid and floppy, manufacturing","NAICS MANUAL",""
"334613","Diskettes, blank, manufacturing","NAICS MANUAL",""
"334613","Hard drive media manufacturing","NAICS MANUAL",""
"334613","Head cleaners for magnetic tape equipment, manufacturing","NAICS MANUAL",""
"334613","Magnetic and optical media, blank, manufacturing","NAICS MANUAL",""
"334613","Magnetic recording media for tapes, cassettes, and disks, manufacturing","NAICS MANUAL",""
"334613","Magnetic tapes, cassettes and disks, blank, manufacturing","NAICS MANUAL",""
"334613","Tapes, magnetic recording (i.e., audio, data, video), blank, manufacturing","NAICS MANUAL",""
"334613","Video cassettes, blank, manufacturing","NAICS MANUAL",""
"334613","Video tapes, blank, manufacturing","NAICS MANUAL",""
"334614","Cassette tapes, prerecorded audio, mass reproducing","2017 ADD",""
"334614","CD-ROM, software, mass reproducing","NAICS MANUAL",""
"334614","Compact discs (i.e., CD-ROM), software, mass reproducing","NAICS MANUAL",""
"334614","Compact discs, prerecorded audio, mass reproducing","NAICS MANUAL",""
"334614","Game cartridge software, mass reproducing","NAICS MANUAL",""
"334614","Games, computer software, mass reproducing","NAICS MANUAL",""
"334614","Laser disks, prerecorded video, mass reproducing","NAICS MANUAL",""
"334614","Phonograph records manufacturing","NAICS MANUAL",""
"334614","Prepackaged software, mass reproducing","NAICS MANUAL",""
"334614","Prerecorded magnetic audio tapes and cassettes mass reproducing","2017 ADD",""
"334614","Software, packaged, mass reproducing","NAICS MANUAL",""
"334614","Video cassettes, prerecorded, mass reproducing","2017 ADD",""
"334614","Video tape or disk mass reproducing","NAICS MANUAL",""
"335110","Automotive light bulbs manufacturing","NAICS MANUAL",""
"335110","Bulbs, electric light, complete, manufacturing","NAICS MANUAL",""
"335110","Coating purchased light bulbs","NAICS MANUAL",""
"335110","Cold cathode fluorescent lamp tubes manufacturing","NAICS MANUAL",""
"335110","Compact fluorescent light bulbs manufacturing","NAICS MANUAL",""
"335110","Decorative lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Electric lamp bulb parts (except glass blanks) manufacturing","NAICS MANUAL",""
"335110","Electric lamps (i.e., light bulbs) manufacturing","NAICS MANUAL",""
"335110","Electric light bulbs, complete, manufacturing","NAICS MANUAL",""
"335110","Electrodes, cold cathode fluorescent lamp, manufacturing","NAICS MANUAL",""
"335110","Electrotherapeutic lamp bulbs for ultraviolet and infrared radiation manufacturing","NAICS MANUAL",""
"335110","Filaments for electric lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Flash bulbs, photographic, manufacturing","NAICS MANUAL",""
"335110","Flashlight bulb manufacturing","NAICS MANUAL",""
"335110","Fluorescent lamp tubes, electric, manufacturing","NAICS MANUAL",""
"335110","Fluroescent lamp electrodes, cold cathode, manufacturing","NAICS MANUAL",""
"335110","Glow lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Halogen light bulbs manufacturing","NAICS MANUAL",""
"335110","Health lamp bulbs, infrared and ultraviolet radiation, manufacturing","NAICS MANUAL",""
"335110","High intensity lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Incandescent filament lamp bulbs, complete, manufacturing","NAICS MANUAL",""
"335110","Infrared lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Lamp bulb parts (except glass blanks), electric, manufacturing","NAICS MANUAL",""
"335110","Lamp bulbs and tubes, electric (i.e., fluorescent, incandescent filament, vapor), manufacturing","NAICS MANUAL",""
"335110","Lamp bulbs and tubes, health, infrared and ultraviolet radiation, manufacturing","NAICS MANUAL",""
"335110","Lead-in wires, electric lamp, made from purchased wire","NAICS MANUAL",""
"335110","Light bulbs manufacturing","NAICS MANUAL",""
"335110","Light bulbs, sealed beam automotive, manufacturing","NAICS MANUAL",""
"335110","Mercury halide lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Photoflash and photoflood lamp bulbs and tubes manufacturing","NAICS MANUAL",""
"335110","Sealed beam automotive light bulbs manufacturing","NAICS MANUAL",""
"335110","Sodium vapor lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Strobotrons manufacturing","NAICS MANUAL",""
"335110","Ultraviolet lamp bulbs manufacturing","NAICS MANUAL",""
"335110","Vapor lamps, electric, manufacturing","NAICS MANUAL",""
"335110","X-mas tree light bulbs manufacturing","NAICS MANUAL",""
"335121","Boudoir lamp fixtures manufacturing","NAICS MANUAL",""
"335121","Ceiling lighting fixtures, residential, manufacturing","NAICS MANUAL",""
"335121","Chandeliers, residential, manufacturing","NAICS MANUAL",""
"335121","Decorative area lighting fixtures, residential, manufacturing","NAICS MANUAL",""
"335121","Desk lamps, residential, electric, manufacturing","NAICS MANUAL",""
"335121","Floor lamps (i.e., lighting fixtures), residential, manufacturing","NAICS MANUAL",""
"335121","Fluorescent lighting fixtures, residential, manufacturing","NAICS MANUAL",""
"335121","Grow light fixtures, residential, electric, manufacturing","NAICS MANUAL",""
"335121","Lamp shades (except glass, plastics), residential, manufacturing","NAICS MANUAL",""
"335121","Lamps (i.e., lighting fixtures), residential, electric, manufacturing","NAICS MANUAL",""
"335121","Lighting fixtures, residential electric, manufacturing","NAICS MANUAL",""
"335121","Low voltage lighting equipment, residential, electric, manufacturing","NAICS MANUAL",""
"335121","Pendant lamps fixtures, residential electric, manufacturing","NAICS MANUAL",""
"335121","Recessed lighting housings and trim, residential electric, manufacturing","NAICS MANUAL",""
"335121","Shades, lamp (except glass, plastics), residential-type, manufacturing","NAICS MANUAL",""
"335121","Solar lighting fixtures, residential, electric, manufacturing","NAICS MANUAL",""
"335121","Table lamps (i.e., lighting fixtures) manufacturing","NAICS MANUAL",""
"335121","Track lighting fixtures and equipment, residential, electric, manufacturing","NAICS MANUAL",""
"335121","Wall lamps (i.e., lighting fixtures), residential electric, manufacturing","NAICS MANUAL",""
"335121","Yard lights, residential electric, manufacturing","2017 ADD",""
"335122","Ceiling lighting fixtures, commercial, industrial, and institutional, manufacturing","NAICS MANUAL",""
"335122","Chandeliers, commercial, industrial, and institutional electric, manufacturing","NAICS MANUAL",""
"335122","Commercial lighting fixtures, electric, manufacturing","NAICS MANUAL",""
"335122","Desk lamps, commercial, electric, manufacturing","NAICS MANUAL",""
"335122","Emergency lighting (i.e., battery backup) manufacturing","NAICS MANUAL",""
"335122","Fluorescent lighting fixtures, commercial, institutional, and industrial electric, manufacturing","NAICS MANUAL",""
"335122","Grow light fixtures (except residential) manufacturing","NAICS MANUAL",""
"335122","Illuminated indoor lighting fixtures (e.g., directional, exit) manufacturing","NAICS MANUAL",""
"335122","Industrial lighting fixtures, electric, manufacturing","NAICS MANUAL",""
"335122","Industrial mercury lighting fixtures, electric, manufacturing","NAICS MANUAL",""
"335122","Institutional lighting fixtures, electric, manufacturing","NAICS MANUAL",""
"335122","Lamps (i.e., lighting fixtures), commercial, industrial, and institutional, manufacturing","NAICS MANUAL",""
"335122","Lighting fixtures, commercial electric, manufacturing","NAICS MANUAL",""
"335122","Lighting fixtures, industrial electric, manufacturing","NAICS MANUAL",""
"335122","Lighting fixtures, institutional electric, manufacturing","NAICS MANUAL",""
"335122","Luminous panel ceilings, electric, manufacturing","NAICS MANUAL",""
"335122","Pendant lamps (except residential), electric, manufacturing","NAICS MANUAL",""
"335122","Recessed lighting housings and trim (except residential), electric, manufacturing","NAICS MANUAL",""
"335122","Solar lighting fixtures (except residential), electric, manufacturing","NAICS MANUAL",""
"335122","Wall lamps (i.e., lighting fixtures), commericial, institutional, and industrial electric, manufacturing","NAICS MANUAL",""
"335129","Arc lighting fixtures (except electrotherapeutic), electric, manufacturing","NAICS MANUAL",""
"335129","Area and sports luminaries (e.g., stadium lighting fixtures), electric, manufacturing","NAICS MANUAL",""
"335129","Area and sports luminary (e.g., stadium lighting fixtures), electric, manufacturing","BLS SINGULAR",""
"335129","Christmas tree lighting sets, electric, manufacturing","NAICS MANUAL",""
"335129","Decorative area lighting fixtures (except residential) manufacturing","NAICS MANUAL",""
"335129","Fireplace logs, electric, manufacturing","NAICS MANUAL",""
"335129","Flashlights manufacturing","NAICS MANUAL",""
"335129","Floodlights (i.e., lighting fixtures) manufacturing","NAICS MANUAL",""
"335129","Flytraps, electrical, manufacturing","NAICS MANUAL",""
"335129","Fountain lighting fixtures manufacturing","NAICS MANUAL",""
"335129","Gas lighting fixtures manufacturing","NAICS MANUAL",""
"335129","Infrared lamp fixtures manufacturing","NAICS MANUAL",""
"335129","Insect lamps, electric, manufacturing","NAICS MANUAL",""
"335129","Lamps, insect, electric fixture, manufacturing","NAICS MANUAL",""
"335129","Lanterns (e.g., carbide, electric, gas, gasoline, kerosene) manufacturing","NAICS MANUAL",""
"335129","Lighting fixtures, airport (e.g., approach, ramp, runway, taxi), manufacturing","NAICS MANUAL",""
"335129","Lighting fixtures, nonelectric (e.g., propane, kerosene, carbide), manufacturing","NAICS MANUAL",""
"335129","Miner's lamps manufacturing","NAICS MANUAL",""
"335129","Ornaments, Christmas tree, electric, manufacturing","NAICS MANUAL",""
"335129","Prewired poles, brackets, and accessories for electric lighting, manufacturing","NAICS MANUAL",""
"335129","Prewired poles, brackets, and accessory for electric lighting, manufacturing","BLS SINGULAR",""
"335129","Reflectors for lighting equipment, metal, manufacturing","NAICS MANUAL",""
"335129","Searchlights, electric and nonelectric, manufacturing","NAICS MANUAL",""
"335129","Spotlights (except vehicular) manufacturing","NAICS MANUAL",""
"335129","Stage lighting equipment manufacturing","NAICS MANUAL",""
"335129","Street lighting fixtures (except traffic signals) manufacturing","NAICS MANUAL",""
"335129","Swimming pool lighting fixtures manufacturing","NAICS MANUAL",""
"335129","Trouble lights manufacturing","NAICS MANUAL",""
"335129","Ultraviolet lamp fixtures manufacturing","NAICS MANUAL",""
"335129","Underwater lighting fixtures manufacturing","NAICS MANUAL",""
"335210","Air purification equipment, portable, manufacturing","NAICS MANUAL",""
"335210","Bath fans with integral lighting fixture, residential, manufacturing","NAICS MANUAL",""
"335210","Bath fans, residential, manufacturing","NAICS MANUAL",""
"335210","Bedcoverings, electric, manufacturing","NAICS MANUAL",""
"335210","Blankets, electric, manufacturing","NAICS MANUAL",""
"335210","Blenders, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Blow dryers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Bottle warmers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Bread machines, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Can openers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Carpet and floor cleaning equipment, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Casseroles, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Ceiling fans with integral lighting fixture, residential, manufacturing","NAICS MANUAL",""
"335210","Ceiling fans, residential, manufacturing","NAICS MANUAL",""
"335210","Central vacuuming systems, household-type, manufacturing","NAICS MANUAL",""
"335210","Chafing dishes, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Cleaners, household-type electric vacuum, manufacturing","NAICS MANUAL",""
"335210","Coffee makers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Cooking appliances (except convection, microwave ovens), household-type electric portable, manufacturing","NAICS MANUAL",""
"335210","Corn poppers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Crock pots, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Curling irons, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Deep-fat fryers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Dehumidifiers, portable electric, manufacturing","NAICS MANUAL",""
"335210","Desk fans, electric, manufacturing","NAICS MANUAL",""
"335210","Dry shavers (i.e., electric razors) manufacturing","NAICS MANUAL",""
"335210","Egg cookers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Electric blankets manufacturing","NAICS MANUAL",""
"335210","Electric comfort heating equipment, portable, manufacturing","NAICS MANUAL",""
"335210","Electric space heaters, portable, manufacturing","NAICS MANUAL",""
"335210","Electrically heated bed coverings manufacturing","NAICS MANUAL",""
"335210","Fans (except attic), household-type electric, manufacturing","NAICS MANUAL",""
"335210","Fans, household-type kitchen, manufacturing","NAICS MANUAL",""
"335210","Floor scrubbing and shampooing machines, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Floor standing fans, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Floor waxers and polishers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Food mixers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Fryers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Griddles and grills, household-type portable electric, manufacturing","NAICS MANUAL",""
"335210","Hair clippers for human use, electric, manufacturing","NAICS MANUAL",""
"335210","Hair curlers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Hair dryers, electric (except equipment designed for beauty parlor use), manufacturing","2017 ADD",""
"335210","Hassock fans, electric, manufacturing","NAICS MANUAL",""
"335210","Heaters, portable electric space, manufacturing","NAICS MANUAL",""
"335210","Heaters, tape, manufacturing","NAICS MANUAL",""
"335210","Heating pads, electric, manufacturing","NAICS MANUAL",""
"335210","Heating units for electric appliances manufacturing","NAICS MANUAL",""
"335210","Hoods, range, household-type, manufacturing","NAICS MANUAL",""
"335210","Hotplates, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Humidifiers, portable electric, manufacturing","NAICS MANUAL",""
"335210","Ice crushers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Immersion heaters, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Irons, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Juice extractors, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Knives, household-type electric carving, manufacturing","NAICS MANUAL",""
"335210","Massage machines, electric (except designed for beauty and barber shop use), manufacturing","NAICS MANUAL",""
"335210","Ovens, portable household-type (except microwave and convection ovens), manufacturing","NAICS MANUAL",""
"335210","Percolators, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Popcorn poppers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Portable cooking appliances (except convection, microwave ovens), household-type electric, manufacturing","NAICS MANUAL",""
"335210","Portable electric space heaters manufacturing","NAICS MANUAL",""
"335210","Portable hair dryers, electric, manufacturing","NAICS MANUAL",""
"335210","Portable humidifiers and dehumidifiers manufacturing","NAICS MANUAL",""
"335210","Radiators, portable electric, manufacturing","NAICS MANUAL",""
"335210","Range hoods with integral lighting fixtures, household-type, manufacturing","NAICS MANUAL",""
"335210","Range hoods, household-type, manufacturing","NAICS MANUAL",""
"335210","Razors, electric, manufacturing","NAICS MANUAL",""
"335210","Roasters (i.e., cooking appliances), household-type electric, manufacturing","NAICS MANUAL",""
"335210","Room heaters, portable electric, manufacturing","NAICS MANUAL",""
"335210","Sandwich toasters and grills, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Sauna heaters, electric, manufacturing","NAICS MANUAL",""
"335210","Scissors, electric, manufacturing","NAICS MANUAL",""
"335210","Shoe polishers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Steam cookers, household-type, manufacturing","NAICS MANUAL",""
