"stfips","codetype","code","codetitle"
"00","10","33999","All Other Miscellaneous Manufacturing"
"00","10","339991","Gaskets, Packings, and Sealing Devices"
"00","10","339992","Musical Instrument Manufacturing"
"00","10","339993","Fasteners, Buttons, Needles, and Pins"
"00","10","339994","Broom, Brush, and Mop Manufacturing"
"00","10","339995","Burial Casket Manufacturing"
"00","10","339999","All Other Miscellaneous Manufacturing"
"00","10","42","Wholesale Trade"
"00","10","423","Merchant Wholesalers, Durable Goods"
"00","10","4231","Motor Vehicle/Part Merchant Wholesalers"
"00","10","42311","Motor Vehicle Merchant Wholesalers"
"00","10","423110","Motor Vehicle Merchant Wholesalers"
"00","10","42312","New Motor Vehicle Part Merchant Whsle"
"00","10","423120","New Motor Vehicle Part Merchant Whsle"
"00","10","42313","Tire and Tube Merchant Wholesalers"
"00","10","423130","Tire and Tube Merchant Wholesalers"
"00","10","42314","Used Motor Vehicle Part Merchant Whsle"
"00","10","423140","Used Motor Vehicle Part Merchant Whsle"
"00","10","4232","Furniture & Furnishings Merchant Whsle"
"00","10","42321","Furniture Merchant Wholesalers"
"00","10","423210","Furniture Merchant Wholesalers"
"00","10","42322","Home Furnishing Merchant Wholesalers"
"00","10","423220","Home Furnishing Merchant Wholesalers"
"00","10","4233","Lumber and Supply Merchant Wholesalers"
"00","10","42331","Lumber and Wood Merchant Wholesalers"
"00","10","423310","Lumber and Wood Merchant Wholesalers"
"00","10","42332","Masonry Material Merchant Wholesalers"
"00","10","423320","Masonry Material Merchant Wholesalers"
"00","10","42333","Roofing and Siding Merchant Wholesalers"
"00","10","423330","Roofing and Siding Merchant Wholesalers"
"00","10","42339","Other Construction Supply Merchant Whsle"
"00","10","423390","Other Construction Supply Merchant Whsle"
"00","10","4234","Commercial Goods Merchant Wholesalers"
"00","10","42341","Photographic Goods Merchant Wholesalers"
"00","10","423410","Photographic Goods Merchant Wholesalers"
"00","10","42342","Office Equipment Merchant Wholesalers"
"00","10","423420","Office Equipment Merchant Wholesalers"
"00","10","42343","Computer and Supply Merchant Wholesalers"
"00","10","423430","Computer and Supply Merchant Wholesalers"
"00","10","42344","Other Commercial Equip Merchant Whsle"
"00","10","423440","Other Commercial Equip Merchant Whsle"
"00","10","42345","Medical Equipment Merchant Wholesalers"
"00","10","423450","Medical Equipment Merchant Wholesalers"
"00","10","42346","Ophthalmic Goods Merchant Wholesalers"
"00","10","423460","Ophthalmic Goods Merchant Wholesalers"
"00","10","42349","Other Professional Goods Merchant Whsle"
"00","10","423490","Other Professional Goods Merchant Whsle"
"00","10","4235","Metal and Mineral Merchant Wholesalers"
"00","10","42351","Metal Merchant Wholesalers"
"00","10","423510","Metal Merchant Wholesalers"
"00","10","42352","Coal/Other Mineral Merchant Wholesalers"
"00","10","423520","Coal/Other Mineral Merchant Wholesalers"
"00","10","4236","Electric Goods Merchant Wholesalers"
"00","10","42361","Wiring & Equipment Merchant Wholesalers"
"00","10","423610","Wiring & Equipment Merchant Wholesalers"
"00","10","42362","Electric Appliance Merchant Wholesalers"
"00","10","423620","Electric Appliance Merchant Wholesalers"
"00","10","42369","Other Electronic Parts Merchant Whsle"
"00","10","423690","Other Electronic Parts Merchant Whsle"
"00","10","4237","Hardware & Plumbing Merchant Wholesalers"
"00","10","42371","Hardware Merchant Wholesalers"
"00","10","423710","Hardware Merchant Wholesalers"
"00","10","42372","Plumbing Goods Merchant Wholesalers"
"00","10","423720","Plumbing Goods Merchant Wholesalers"
"00","10","42373","HVAC Goods Merchant Wholesalers"
"00","10","423730","HVAC Goods Merchant Wholesalers"
"00","10","42374","Refrigeration Goods Merchant Wholesalers"
"00","10","423740","Refrigeration Goods Merchant Wholesalers"
"00","10","4238","Machinery & Supply Merchant Wholesalers"
"00","10","42381","Construction Equip Merchant Wholesalers"
"00","10","423810","Construction Equip Merchant Wholesalers"
"00","10","42382","Farm & Garden Equip Merchant Wholesalers"
"00","10","423820","Farm & Garden Equip Merchant Wholesalers"
"00","10","42383","Industrial Machinery Merchant Whsle"
"00","10","423830","Industrial Machinery Merchant Whsle"
"00","10","42384","Industrial Supplies Merchant Wholesalers"
"00","10","423840","Industrial Supplies Merchant Wholesalers"
"00","10","42385","Service Industry Goods Merchant Whsle"
"00","10","423850","Service Industry Goods Merchant Whsle"
"00","10","42386","Other Transport Goods Merchant Whsle"
"00","10","423860","Other Transport Goods Merchant Whsle"
"00","10","4239","Misc Durable Goods Merchant Wholesalers"
"00","10","42391","Sporting Good Merchant Wholesalers"
"00","10","423910","Sporting Good Merchant Wholesalers"
"00","10","42392","Toy and Hobby Goods Merchant Wholesalers"
"00","10","423920","Toy and Hobby Goods Merchant Wholesalers"
"00","10","42393","Recyclable Material Merchant Wholesalers"
"00","10","423930","Recyclable Material Merchant Wholesalers"
"00","10","42394","Jewelry Merchant Wholesalers"
"00","10","423940","Jewelry Merchant Wholesalers"
"00","10","42399","All Other Durable Goods Merchant Whsle"
"00","10","423990","All Other Durable Goods Merchant Whsle"
"00","10","424","Merchant Wholesalers, Nondurable Goods"
"00","10","4241","Paper/Paper Product Merchant Wholesalers"
"00","10","42411","Printing Paper Merchant Wholesalers"
"00","10","424110","Printing Paper Merchant Wholesalers"
"00","10","42412","Office Supplies Merchant Wholesalers"
"00","10","424120","Office Supplies Merchant Wholesalers"
"00","10","42413","Industrial Paper Merchant Wholesalers"
"00","10","424130","Industrial Paper Merchant Wholesalers"
"00","10","4242","Druggists' Goods Merchant Wholesalers"
"00","10","42421","Druggists' Goods Merchant Wholesalers"
"00","10","424210","Druggists' Goods Merchant Wholesalers"
"00","10","4243","Apparel/Piece Goods Merchant Wholesalers"
"00","10","42431","Piece Goods Merchant Wholesalers"
"00","10","424310","Piece Goods Merchant Wholesalers"
"00","10","42432","Mens/Boys Clothing Merchant Wholesalers"
"00","10","424320","Mens/Boys Clothing Merchant Wholesalers"
"00","10","42433","Women's Clothing Merchant Wholesalers"
"00","10","424330","Women's Clothing Merchant Wholesalers"
"00","10","42434","Footwear Merchant Wholesalers"
"00","10","424340","Footwear Merchant Wholesalers"
"00","10","4244","Grocery Product Merchant Wholesalers"
"00","10","42441","General Line Grocery Merchant Whsle"
"00","10","424410","General Line Grocery Merchant Whsle"
"00","10","42442","Packaged Frozen Food Merchant Whsle"
"00","10","424420","Packaged Frozen Food Merchant Whsle"
"00","10","42443","Dairy Product Merchant Wholesalers"
"00","10","424430","Dairy Product Merchant Wholesalers"
"00","10","42444","Poultry Product Merchant Wholesalers"
"00","10","424440","Poultry Product Merchant Wholesalers"
"00","10","42445","Confectionery Merchant Wholesalers"
"00","10","424450","Confectionery Merchant Wholesalers"
"00","10","42446","Fish and Seafood Merchant Wholesalers"
"00","10","424460","Fish and Seafood Merchant Wholesalers"
"00","10","42447","Meat & Meat Product Merchant Wholesalers"
"00","10","424470","Meat & Meat Product Merchant Wholesalers"
"00","10","42448","Fruit & Vegetable Merchant Wholesalers"
"00","10","424480","Fruit & Vegetable Merchant Wholesalers"
"00","10","42449","Other Grocery Product Merchant Whsle"
"00","10","424490","Other Grocery Product Merchant Whsle"
"00","10","4245","Farm Product Merchant Wholesalers"
"00","10","42451","Grain & Field Bean Merchant Wholesalers"
"00","10","424510","Grain & Field Bean Merchant Wholesalers"
"00","10","42452","Livestock Merchant Wholesalers"
"00","10","424520","Livestock Merchant Wholesalers"
"00","10","42459","Other Farm Product Raw Material Merchant"
"00","10","424590","Other Farm Product Raw Material Merchant"
"00","10","4246","Chemical Merchant Wholesalers"
"00","10","42461","Plastics Material Merchant Wholesalers"
"00","10","424610","Plastics Material Merchant Wholesalers"
"00","10","42469","Other Chemical Merchant Wholesalers"
"00","10","424690","Other Chemical Merchant Wholesalers"
"00","10","4247","Petroleum Merchant Wholesalers"
"00","10","42471","Petroleum Bulk Stations and Terminals"
"00","10","424710","Petroleum Bulk Stations and Terminals"
"00","10","42472","Other Petroleum Merchant Wholesalers"
"00","10","424720","Other Petroleum Merchant Wholesalers"
"00","10","4248","Alcoholic Beverage Merchant Wholesalers"
"00","10","42481","Beer and Ale Merchant Wholesalers"
"00","10","424810","Beer and Ale Merchant Wholesalers"
"00","10","42482","Wine and Spirit Merchant Wholesalers"
"00","10","424820","Wine and Spirit Merchant Wholesalers"
"00","10","4249","Misc Nondurable Goods Merchant Whsle"
"00","10","42491","Farm Supplies Merchant Wholesalers"
"00","10","424910","Farm Supplies Merchant Wholesalers"
"00","10","42492","Book & Periodical Merchant Wholesalers"
"00","10","424920","Book & Periodical Merchant Wholesalers"
"00","10","42493","Nursery & Florist Merchant Wholesalers"
"00","10","424930","Nursery & Florist Merchant Wholesalers"
"00","10","42494","Tobacco & Product Merchant Wholesalers"
"00","10","424940","Tobacco & Product Merchant Wholesalers"
"00","10","42495","Paint & Supplies Merchant Wholesalers"
"00","10","424950","Paint & Supplies Merchant Wholesalers"
"00","10","42499","Other Nondurable Goods Merchant Whsle"
"00","10","424990","Other Nondurable Goods Merchant Whsle"
"00","10","425","Electronic Markets and Agents/Brokers"
"00","10","4251","Electronic Markets and Agents/Brokers"
"00","10","42511","Business to Business Electronic Markets"
"00","10","425110","Business to Business Electronic Markets"
"00","10","42512","Wholesale Trade Agents and Brokers"
"00","10","425120","Wholesale Trade Agents and Brokers"
"00","10","44","Retail Trade"
"00","10","441","Motor Vehicle and Parts Dealers"
"00","10","4411","Automobile Dealers"
"00","10","44111","New Car Dealers"
"00","10","441110","New Car Dealers"
"00","10","44112","Used Car Dealers"
"00","10","441120","Used Car Dealers"
"00","10","4412","Other Motor Vehicle Dealers"
"00","10","44121","Recreational Vehicle Dealers"
"00","10","441210","Recreational Vehicle Dealers"
"00","10","44122","Motorcycle, Boat & Other Vehicle Dealers"
"00","10","441221","Motorcycle Dealers"
"00","10","441222","Boat Dealers"
"00","10","441228","Motorcycle, ATV, and All Other Motor Vehicle Dealers "
"00","10","441229","All Other Motor Vehicle Dealers"
"00","10","4413","Auto Parts, Accessories, and Tire Stores"
"00","10","44131","Automotive Parts and Accessories Stores"
"00","10","441310","Automotive Parts and Accessories Stores"
"00","10","44132","Tire Dealers"
"00","10","441320","Tire Dealers"
"00","10","442","Furniture and Home Furnishings Stores"
"00","10","4421","Furniture Stores"
"00","10","44211","Furniture Stores"
"00","10","442110","Furniture Stores"
"00","10","4422","Home Furnishings Stores"
"00","10","44221","Floor Covering Stores"
"00","10","442210","Floor Covering Stores"
"00","10","44229","Other Home Furnishings Stores"
"00","10","442291","Window Treatment Stores"
"00","10","442299","All Other Home Furnishings Stores"
"00","10","443","Electronics and Appliance Stores"
"00","10","4431","Electronics and Appliance Stores"
"00","10","44311","Appliance, TV & Other Electronics Stores"
"00","10","443111","Household Appliance Stores"
"00","10","443112","Radio, TV & Other Electronics Stores"
"00","10","44312","Computer and Software Stores"
"00","10","443120","Computer and Software Stores"
"00","10","44313","Camera and Photographic Supplies Stores"
"00","10","443130","Camera and Photographic Supplies Stores"
"00","10","44314","Electronics and Appliance Stores"
"00","10","443141","Household Appliance Stores "
"00","10","443142","Electronics Stores "
"00","10","444","Building Material & Garden Supply Stores"
"00","10","4441","Building Material and Supplies Dealers"
"00","10","44411","Home Centers"
"00","10","444110","Home Centers"
"00","10","44412","Paint and Wallpaper Stores"
"00","10","444120","Paint and Wallpaper Stores"
"00","10","44413","Hardware Stores"
"00","10","444130","Hardware Stores"
"00","10","44419","Other Building Material Dealers"
"00","10","444190","Other Building Material Dealers"
"00","10","4442","Lawn & Garden Equipment/Supplies Stores"
"00","10","44421","Outdoor Power Equipment Stores"
"00","10","444210","Outdoor Power Equipment Stores"
"00","10","44422","Nursery, Garden & Farm Supply Stores"
"00","10","444220","Nursery, Garden & Farm Supply Stores"
"00","10","44-45","Retail Trade"
"00","10","445","Food and Beverage Stores"
"00","10","4451","Grocery Stores"
"00","10","44511","Supermarkets and Other Grocery Stores"
"00","10","445110","Supermarkets and Other Grocery Stores"
"00","10","44512","Convenience Stores"
"00","10","445120","Convenience Stores"
"00","10","4452","Specialty Food Stores"
"00","10","44521","Meat Markets"
"00","10","445210","Meat Markets"
"00","10","44522","Fish and Seafood Markets"
"00","10","445220","Fish and Seafood Markets"
"00","10","44523","Fruit and Vegetable Markets"
"00","10","445230","Fruit and Vegetable Markets"
"00","10","44529","Other Specialty Food Stores"
"00","10","445291","Baked Goods Stores"
"00","10","445292","Confectionery and Nut Stores"
"00","10","445299","All Other Specialty Food Stores"
"00","10","4453","Beer, Wine, and Liquor Stores"
"00","10","44531","Beer, Wine, and Liquor Stores"
"00","10","445310","Beer, Wine, and Liquor Stores"
"00","10","446","Health and Personal Care Stores"
"00","10","4461","Health and Personal Care Stores"
"00","10","44611","Pharmacies and Drug Stores"
"00","10","446110","Pharmacies and Drug Stores"
"00","10","44612","Cosmetic and Beauty Supply Stores"
"00","10","446120","Cosmetic and Beauty Supply Stores"
"00","10","44613","Optical Goods Stores"
"00","10","446130","Optical Goods Stores"
"00","10","44619","Other Health and Personal Care Stores"
"00","10","446191","Food (Health) Supplement Stores"
"00","10","446199","All Other Health & Personal Care Stores"
"00","10","447","Gasoline Stations"
"00","10","4471","Gasoline Stations"
"00","10","44711","Gasoline Stations w/ Convenience Stores"
"00","10","447110","Gasoline Stations w/ Convenience Stores"
"00","10","44719","Other Gasoline Stations"
"00","10","447190","Other Gasoline Stations"
"00","10","448","Clothing and Clothing Accessories Stores"
"00","10","4481","Clothing Stores"
"00","10","44811","Men's Clothing Stores"
"00","10","448110","Men's Clothing Stores"
"00","10","44812","Women's Clothing Stores"
"00","10","448120","Women's Clothing Stores"
"00","10","44813","Children's and Infants' Clothing Stores"
"00","10","448130","Children's and Infants' Clothing Stores"
"00","10","44814","Family Clothing Stores"
"00","10","448140","Family Clothing Stores"
"00","10","44815","Clothing Accessories Stores"
"00","10","448150","Clothing Accessories Stores"
"00","10","44819","Other Clothing Stores"
"00","10","448190","Other Clothing Stores"
"00","10","4482","Shoe Stores"
"00","10","44821","Shoe Stores"
"00","10","448210","Shoe Stores"
"00","10","4483","Jewelry, Luggage & Leather Goods Stores"
"00","10","44831","Jewelry Stores"
"00","10","448310","Jewelry Stores"
"00","10","44832","Luggage and Leather Goods Stores"
"00","10","448320","Luggage and Leather Goods Stores"
"00","10","451","Sporting Goods/Hobby/Book/Music Stores"
"00","10","4511","Sporting Goods/Musical Instrument Stores"
"00","10","45111","Sporting Goods Stores"
"00","10","451110","Sporting Goods Stores"
"00","10","45112","Hobby, Toy, and Game Stores"
"00","10","451120","Hobby, Toy, and Game Stores"
"00","10","45113","Sewing, Needlework & Piece Goods Stores"
"00","10","451130","Sewing, Needlework & Piece Goods Stores"
"00","10","45114","Musical Instrument and Supplies Stores"
"00","10","451140","Musical Instrument and Supplies Stores"
"00","10","4512","Book, Periodical, and Music Stores"
"00","10","45121","Book Stores and News Dealers"
"00","10","451211","Book Stores"
"00","10","451212","News Dealers and Newsstands"
"00","10","45122","Record, CD, and Tape Stores"
"00","10","451220","Record, CD, and Tape Stores"
"00","10","452","General Merchandise Stores"
"00","10","4521","Department Stores"
"00","10","45211","Department Stores"
"00","10","452111","Department Stores, ex. Discount"
"00","10","452112","Discount Department Stores"
"00","10","4522","Department Stores "
"00","10","45221","Department Stores "
"00","10","452210","Department Stores "
"00","10","4523","General Merchandise Stores, including Warehouse Clubs and Supercenters "
"00","10","45231","General Merchandise Stores, including Warehouse Clubs and Supercenters "
"00","10","452311","Warehouse Clubs and Supercenters "
"00","10","452319","All Other General Merchandise Stores "
"00","10","4529","Other General Merchandise Stores"
"00","10","45291","Warehouse Clubs and Superstores"
"00","10","452910","Warehouse Clubs and Supercenters"
"00","10","45299","All Other General Merchandise Stores"
"00","10","452990","All Other General Merchandise Stores"
"00","10","453","Miscellaneous Store Retailers"
"00","10","4531","Florists"
"00","10","45311","Florists"
"00","10","453110","Florists"
"00","10","4532","Office Supply, Stationery & Gift Stores"
"00","10","45321","Office Supplies and Stationery Stores"
"00","10","453210","Office Supplies and Stationery Stores"
"00","10","45322","Gift, Novelty, and Souvenir Stores"
"00","10","453220","Gift, Novelty, and Souvenir Stores"
"00","10","4533","Used Merchandise Stores"
"00","10","45331","Used Merchandise Stores"
"00","10","453310","Used Merchandise Stores"
"00","10","4539","Other Miscellaneous Store Retailers"
"00","10","45391","Pet and Pet Supplies Stores"
"00","10","453910","Pet and Pet Supplies Stores"
"00","10","45392","Art Dealers"
"00","10","453920","Art Dealers"
"00","10","45393","Manufactured (Mobile) Home Dealers"
"00","10","453930","Manufactured (Mobile) Home Dealers"
"00","10","45399","All Other Miscellaneous Store Retailers"
"00","10","453991","Tobacco Stores"
"00","10","453998","Store Retailers Not Specified Elsewhere"
"00","10","454","Nonstore Retailers"
"00","10","4541","Electronic Shopping & Mail-Order Houses"
"00","10","45411","Electronic Shopping & Mail-Order Houses"
"00","10","454110","Electronic Shopping and Mail-Order Houses "
"00","10","454111","Electronic Shopping"
"00","10","454112","Electronic Auctions"
"00","10","454113","Mail-Order Houses"
"00","10","4542","Vending Machine Operators"
"00","10","45421","Vending Machine Operators"
"00","10","454210","Vending Machine Operators"
"00","10","4543","Direct Selling Establishments"
"00","10","45431","Fuel Dealers"
"00","10","454310","Fuel Dealers "
"00","10","454311","Heating Oil Dealers"
"00","10","454312","Liquefied Petroleum/Bottled Gas Dealers"
"00","10","454319","Other Fuel Dealers"
"00","10","45439","Other Direct Selling Establishments"
"00","10","454390","Other Direct Selling Establishments"
"00","10","48","Transportation and Warehousing"
"00","10","480000","Transportation"
"00","10","481","Air Transportation"
"00","10","4811","Scheduled Air Transportation"
"00","10","48111","Scheduled Air Transportation"
"00","10","481111","Scheduled Passenger Air Transportation"
"00","10","481112","Scheduled Freight Air Transportation"
"00","10","4812","Nonscheduled Air Transportation"
"00","10","48121","Nonscheduled Air Transportation"
"00","10","481211","Nonscheduled Air Passenger Chartering"
"00","10","481212","Nonscheduled Air Freight Chartering"
"00","10","481219","Other Nonscheduled Air Transportation"
"00","10","482","Rail Transportation"
"00","10","4821","Rail Transportation"
"00","10","48211","Rail Transportation"
"00","10","482111","Line-Haul Railroads"
"00","10","482112","Short Line Railroads"
"00","10","483","Water Transportation"
"00","10","4831","Sea, Coastal & Great Lakes Transport"
"00","10","48311","Sea, Coastal & Great Lakes Transport"
"00","10","483111","Deep Sea Freight Transportation"
"00","10","483112","Deep Sea Passenger Transportation"
"00","10","483113","Coastal/Great Lakes Freight Transport"
"00","10","483114","Coastal/Great Lakes Passenger Transport"
"00","10","4832","Inland Water Transportation"
"00","10","48321","Inland Water Transportation"
"00","10","483211","Inland Water Freight Transportation"
"00","10","483212","Inland Water Passenger Transportation"
"00","10","484","Truck Transportation"
"00","10","4841","General Freight Trucking"
"00","10","48411","General Freight Trucking, Local"
"00","10","484110","General Freight Trucking, Local"
"00","10","48412","General Freight Trucking, Long-Distance"
"00","10","484121","General Freight Trucking, Long-Dist TL"
"00","10","484122","General Freight Trucking, Long-Dist LTL"
"00","10","4842","Specialized Freight Trucking"
"00","10","48421","Used Household and Office Goods Moving"
"00","10","484210","Used Household and Office Goods Moving"
"00","10","48422","Other Specialized Trucking, Local"
"00","10","484220","Other Specialized Trucking, Local"
"00","10","48423","Other Specialized Trucking, Long-Dist"
"00","10","484230","Other Specialized Trucking, Long-Dist"
"00","10","48-49","Transportation and Warehousing"
"00","10","485","Transit and Ground Passenger Transport"
"00","10","4851","Urban Transit Systems"
"00","10","48511","Urban Transit Systems"
"00","10","485111","Mixed Mode Transit Systems"
"00","10","485112","Commuter Rail Systems"
"00","10","485113","Bus/Other Motor Vehicle Transit Systems"
"00","10","485119","Other Urban Transit Systems"
"00","10","4852","Interurban and Rural Bus Transportation"
"00","10","48521","Interurban and Rural Bus Transportation"
"00","10","485210","Interurban and Rural Bus Transportation"
"00","10","4853","Taxi and Limousine Service"
"00","10","48531","Taxi Service"
"00","10","485310","Taxi Service"
"00","10","48532","Limousine Service"
"00","10","485320","Limosine Service"
"00","10","4854","School and Employee Bus Transportation"
"00","10","48541","School and Employee Bus Transportation"
"00","10","485410","School and Employee Bus Transportation"
"00","10","4855","Charter Bus Industry"
"00","10","48551","Charter Bus Industry"
"00","10","485510","Charter Bus Industry"
"00","10","4859","Other Ground Passenger Transportation"
"00","10","48599","Other Ground Passenger Transportation"
"00","10","485991","Special Needs Transportation"
"00","10","485999","All Other Ground Passenger Transport"
"00","10","486","Pipeline Transportation"
"00","10","4861","Pipeline Transportation of Crude Oil"
"00","10","48611","Pipeline Transportation of Crude Oil"
"00","10","486110","Pipeline Transportation of Crude Oil"
"00","10","4862","Pipeline Transportation of Natural Gas"
"00","10","48621","Pipeline Transportation of Natural Gas"
"00","10","486210","Pipeline Transportation of Natural Gas"
"00","10","4869","Other Pipeline Transportation"
"00","10","48691","Refined Petroleum Product Pipeline Oper"
"00","10","486910","Refined Petroleum Product Pipeline Oper"
"00","10","48699","All Other Pipeline Transportation"
"00","10","486990","All Other Pipeline Transportation"
"00","10","487","Scenic and Sightseeing Transportation"
"00","10","4871","Scenic/Sightseeing Transportation, Land"
"00","10","48711","Scenic/Sightseeing Transportation, Land"
"00","10","487110","Scenic/Sightseeing Transportation, Land"
"00","10","4872","Scenic/Sightseeing Transportation, Water"
"00","10","48721","Scenic/Sightseeing Transportation, Water"
"00","10","487210","Scenic and Sightseeing Transp., Water"
"00","10","487721","Scenic/Sightseeing Transportation, Water"
"00","10","4879","Scenic/Sightseeing Transportation, Other"
"00","10","48799","Scenic/Sightseeing Transportation, Other"
"00","10","487990","Scenic/Sightseeing Transportation, Other"
"00","10","488","Support Activities for Transportation"
"00","10","4881","Support Activities for Air Transport"
"00","10","48811","Airport Operations"
"00","10","488111","Air Traffic Control"
"00","10","488119","Other Airport Operations"
"00","10","48819","Other Support Activities, Air Transport"
"00","10","488190","Other Support Activities, Air Transport"
"00","10","4882","Support Activities for Rail Transport"
"00","10","48821","Support Activities for Rail Transport"
"00","10","488210","Support Activities for Rail Transport"
"00","10","4883","Support Activities for Water Transport"
"00","10","48831","Port and Harbor Operations"
"00","10","488310","Port and Harbor Operations"
"00","10","48832","Marine Cargo Handling"
"00","10","488320","Marine Cargo Handling"
"00","10","48833","Navigational Services to Shipping"
"00","10","488330","Navigational Services to Shipping"
"00","10","48839","Other Support Activity, Water Transport"
"00","10","488390","Other Support Activity, Water Transport"
"00","10","4884","Support Activities, Road Transportation"
"00","10","48841","Motor Vehicle Towing"
"00","10","488410","Motor Vehicle Towing"
"00","10","48849","Other Support Activities, Road Transport"
"00","10","488490","Other Support Activities, Road Transport"
"00","10","4885","Freight Transportation Arrangement"
"00","10","48851","Freight Transportation Arrangement"
"00","10","488510","Freight Transportation Arrangement"
"00","10","4889","Other Support Activities for Transport"
"00","10","48899","Other Support Activities for Transport"
"00","10","488991","Packing and Crating"
"00","10","488999","All Other Support Activities, Transport"
"00","10","491","Postal Service"
"00","10","4911","Postal Service"
"00","10","49111","Postal Service"
"00","10","491110","Postal Service"
"00","10","492","Couriers and Messengers"
"00","10","4921","Couriers"
"00","10","49211","Couriers"
"00","10","492110","Couriers"
"00","10","4922","Local Messengers and Local Delivery"
"00","10","49221","Local Messengers and Local Delivery"
"00","10","492210","Local Messengers and Local Delivery"
"00","10","493","Warehousing and Storage"
"00","10","4931","Warehousing and Storage"
"00","10","49311","General Warehousing and Storage"
"00","10","493110","General Warehousing and Storage"
"00","10","49312","Refrigerated Warehousing and Storage"
"00","10","493120","Refrigerated Warehousing and Storage"
"00","10","49313","Farm Product Warehousing and Storage"
"00","10","493130","Farm Product Warehousing and Storage"
"00","10","49319","Other Warehousing and Storage"
"00","10","493190","Other Warehousing and Storage"
"00","10","51","Information"
"00","10","511","Publishing Industries"
"00","10","5111","Newspaper, Book, & Directory Publishers"
"00","10","51111","Newspaper Publishers"
"00","10","511110","Newspaper Publishers"
"00","10","51112","Periodical Publishers"
"00","10","511120","Periodical Publishers"
"00","10","51113","Book Publishers"
"00","10","511130","Book Publishers"
"00","10","51114","Directory and Mailing List Publishers"
"00","10","511140","Directory and Mailing List Publishers"
"00","10","51119","Other Publishers"
"00","10","511191","Greeting Card Publishers"
"00","10","511199","All Other Publishers"
"00","10","5112","Software Publishers"
"00","10","51121","Software Publishers"
"00","10","511210","Software Publishers"
"00","10","512","Motion Picture & Sound Recording Ind"
"00","10","5121","Motion Picture and Video Industries"
"00","10","51211","Motion Picture and Video Production"
"00","10","512110","Motion Picture and Video Production"
"00","10","51212","Motion Picture and Video Distribution"
"00","10","512120","Motion Picture and Video Distribution"
"00","10","51213","Motion Picture and Video Exhibition"
"00","10","512131","Motion Picture Theaters, ex. Drive-Ins"
"00","10","512132","Drive-In Motion Picture Theaters"
"00","10","51219","Postproduction & Other Related Industry"
"00","10","512191","Teleproduction & Postproduction Services"
"00","10","512199","Other Motion Picture & Video Industries"
"00","10","5122","Sound Recording Industries"
"00","10","51221","Record Production"
"00","10","512210","Record Production"
"00","10","51222","Integrated Record Production/Distribute"
"00","10","512220","Integrated Record Production/Distribute"
"00","10","51223","Music Publishers"
"00","10","512230","Music Publishers"
"00","10","51224","Sound Recording Studios"
"00","10","512240","Sound Recording Studios"
"00","10","51225","Record Production and Distribution"
"00","10","512250","Record Production and Distribution"
"00","10","51229","Other Sound Recording Industries"
"00","10","512290","Other Sound Recording Industries"
"00","10","515","Broadcasting (except Internet)"
"00","10","5151","Radio and Television Broadcasting"
"00","10","51511","Radio Broadcasting"
"00","10","515111","Radio Networks"
"00","10","515112","Radio Stations"
"00","10","51512","Television Broadcasting"
"00","10","515120","Television Broadcasting"
"00","10","5152","Cable and Other Subscription Programming"
"00","10","51521","Cable and Other Subscription Programming"
"00","10","515210","Cable and Other Subscription Programming"
"00","10","516","Internet Publishing and Broadcasting"
"00","10","5161","Internet Publishing and Broadcasting"
"00","10","51611","Internet Publishing and Broadcasting"
"00","10","516110","Internet Publishing and Broadcasting"
"00","10","517","Telecommunications"
"00","10","5171","Wired Telecommunications Carriers"
"00","10","51711","Wired Telecommunications Carriers"
"00","10","517110","Wired Telecommunications Carriers"
"00","10","5172","Wireless Telecommunications Carriers"
"00","10","51721","Wireless Telecommunications Carriers"
"00","10","517210","Wireless Telecommunications Carriers (ex"
"00","10","517211","Paging"
"00","10","517212","Cellular and Other Wireless Carriers"
"00","10","5173","Telecommunications Resellers"
"00","10","51731","Telecommunications Resellers"
"00","10","517310","Telecommunications Resellers"
"00","10","517311","Wired Telecommunications Carriers "
"00","10","517312","Wireless Telecommunications Carriers (except Satellite)"
"00","10","5174","Satellite Telecommunications"
"00","10","51741","Satellite Telecommunications"
"00","10","517410","Satellite Telecommunications"
"00","10","5175","Cable and Other Program Distribution"
"00","10","51751","Cable and Other Program Distribution"
"00","10","517510","Cable and Other Program Distribution"
"00","10","5179","Other Telecommunications"
"00","10","51791","Other Telecommunications"
"00","10","517910","Other Telecommunications"
"00","10","517911","Telecommunications Resellers"
"00","10","517919","All Other Telecommunications"
"00","10","518","ISPs, Search Portals, & Data Processing"
"00","10","5181","ISPs and Web Search Portals"
"00","10","51811","ISPs and Web Search Portals"
"00","10","518111","Internet Service Providers"
"00","10","518112","Web Search Portals"
"00","10","5182","Data Processing and Related Services"
"00","10","51821","Data Processing and Related Services"
"00","10","518210","Data Processing and Related Services"
"00","10","519","Other Information Services"
"00","10","5191","Other Information Services"
"00","10","51911","News Syndicates"
"00","10","519110","News Syndicates"
"00","10","51912","Libraries and Archives"
"00","10","519120","Libraries and Archives"
"00","10","51913","Internet Publishing and Broadcasting and"
"00","10","519130","Internet Publishing and Broadcasting and"
"00","10","51919","All Other Information Services"
"00","10","519190","All Other Information Services"
"00","10","52","Finance and Insurance"
"00","10","521","Monetary Authorities - Central Bank"
"00","10","5211","Monetary Authorities - Central Bank"
